Width,Distance,TotalDistance,Time

15,50,110.6752004741803,1148,
15,50,102.61091559868278,989,
15,50,106.88779163215975,987,
15,50,110.14535850411491,903,
15,50,101.01980003939822,1021,
15,50,102.48902380255166,968,
15,50,90.00555538409837,1050,
15,50,93.96275858019496,1050,
15,50,95.96353474106714,890,
15,50,87.09190547921202,840,
15,50,89.62700485902673,804,
15,50,98.95453501482385,1001,
15,50,92.28217596047462,1198,
15,50,81.83520025025906,1112,
15,50,105.77334257741882,828,
15,100,190.31815467789718,1162,
15,100,191.9505144562004,1026,
15,100,190.85072700935672,1161,
15,100,196.596032513375,939,
15,100,204.78281177872327,1211,
15,100,184.69975636150687,1101,
15,100,191.75505208468434,1086,
15,100,216.510969698997,1410,
15,100,196.42046736529267,1470,
15,100,185.17289218457435,1111,
15,100,192.06509313251067,890,
15,100,189.274932307477,1014,
15,100,200.47942537826668,1099,
15,100,214.15881957089695,1137,
15,100,NaN,0,
15,150,295.6653513687392,1037,
15,150,303.2111475523286,1259,
15,150,301.6819517306264,1064,
15,150,301.01494979485653,1148,
15,150,298.24151287169934,1001,
15,150,301.8774585821207,1211,
15,150,302.7358584641073,2397,
15,150,303.2688576164721,1582,
15,150,303.0659994126692,1112,
15,150,291.6058984314275,1211,
15,150,288.63991407980984,1075,
15,150,290.61486541469276,1037,
15,150,284,1076,
15,150,278.9587783167972,2211,
15,150,NaN,0,
20,50,104.31682510506155,903,
20,50,92.22797840135064,901,
20,50,87.0976463516667,964,
20,50,100.4987562112089,766,
20,50,92.41753080449618,1532,
20,50,89.49301648732151,963,
20,50,94,953,
20,50,98.2344135219425,951,
20,50,97.0051545022222,926,
20,50,103.83159442096611,777,
20,50,98.65596788841515,952,
20,50,105.75916035975324,1336,
20,50,121.75795661885921,826,
20,50,112.05802068571441,915,
20,50,NaN,0,
20,100,175.64168070250295,1210,
20,100,200.92784774639875,878,
20,100,199.80990966416056,1000,
20,100,213.49004660639335,1062,
20,100,200.44949488586894,977,
20,100,200.26232796010336,2273,
20,100,209.45882650296693,1037,
20,100,210.23796041628637,1137,
20,100,202.20039564748632,927,
20,100,186,913,
20,100,180.01388835309348,865,
20,100,180.62391868188442,989,
20,100,197.24603925047518,1137,
20,100,212.60761980700502,963,
20,100,NaN,0,
20,150,270.51247660690257,1186,
20,150,291.2198482246703,1050,
20,150,292.8378390850472,902,
20,150,293.027302482209,1037,
20,150,295.71100757327247,1187,
20,150,286.6810073932349,952,
20,150,297.5583976297762,963,
20,150,308.5012155567624,989,
20,150,301.2507261402037,1073,
20,150,285.6588874864565,1027,
20,150,287.2107240337658,976,
20,150,306.88760157425713,976,
20,150,310.0403199585499,1038,
20,150,303.0412513173743,915,
20,150,NaN,0,
undefined,undefined,NaN,0
